Incident_ID,Report_Time,Phone_Number,Tags,Report_Count,Transaction_Amount,Victim_Demographic,Is_Fraud
UID-25771162,2026-03-13 06:24:00,+886-904-908-040,"網路交友,要求儲值,點數卡",17,92426,上班族,1
UID-e30bc283,2026-03-12 20:56:00,+886-905-581-832,"一般客訴,服務態度",2,15000,碩博士,0
UID-8f66d585,2026-03-12 09:01:00,+886-903-880-068,"假投資,內線交易,VIP通道",15,4264900,碩博士,1
UID-5b1f1cea,2026-03-13 06:27:00,+886-901-635-009,"網路購物詐騙,假賣場",240,6065,上班族,1
UID-8c472559,2026-03-12 11:48:00,+886-903-883-057,"假投資,虛擬貨幣,高報酬",17,1061214,上班族,1
UID-b513d963,2026-03-13 04:55:00,+886-905-918-581,"債務不履行,退款延遲",1,0,高中職以下,0
UID-950ed53a,2026-03-12 16:50:00,+886-904-213-026,"網路交友,AI濾鏡假冒",3,121697,上班族,1
UID-5318b55e,2026-03-12 17:38:00,+886-904-252-048,"Threads廣告,假兼職",24,30134,大專院校,1
UID-a8564ba4,2026-03-13 02:16:00,+886-903-881-095,"假投資,內線交易,VIP通道",20,1448634,碩博士,1
UID-4c333236,2026-03-13 02:56:00,+886-903-880-017,"假投資,內線交易,VIP通道",7,2840482,上班族,1
UID-680b4840,2026-03-12 11:38:00,+886-903-881-041,"假投資,資金盤",12,629633,大專院校,1
UID-334ed152,2026-03-12 13:40:00,+886-904-595-059,"殺豬盤,平台無法出金",8,122254,上班族,1
UID-1b6dd193,2026-03-12 14:29:00,+886-904-651-003,"網路交友,AI濾鏡假冒",26,101099,上班族,1
UID-998aa675,2026-03-12 19:42:00,+886-905-892-211,"債務不履行,退款延遲",1,0,碩博士,0
UID-eb110e9f,2026-03-13 02:49:00,+886-902-125-213,"假扣押財產,面交黃金白銀",3,6916341,70+ 長者,1
UID-f0dbc973,2026-03-13 04:17:00,+886-901-287-037,"網路購物詐騙,ATM操作",156,33355,學生,1
UID-1bbbe2ff,2026-03-12 18:23:00,+886-903-886-027,"假投資,資金盤",20,1104196,碩博士,1
UID-e0c9b45b,2026-03-12 09:58:00,+886-902-177-646,"假扣押財產,面交黃金白銀",2,6514719,50-69 中高齡,1
UID-b1edafa3,2026-03-13 01:56:00,+886-904-949-057,"網路交友,要求儲值,點數卡",14,118677,學生,1
UID-bc352599,2026-03-12 11:39:00,+886-905-100-625,"正常投資諮詢,理財規劃",2,0,上班族,0
UID-07c574e1,2026-03-13 06:24:00,+886-902-159-649,"假檢警,監管帳戶",3,1796664,70+ 長者,1
UID-827df72d,2026-03-12 11:12:00,+886-903-882-038,"假投資,內線交易,VIP通道",18,4230433,碩博士,1
UID-66bfbae5,2026-03-12 19:14:00,+886-903-884-005,"假投資,虛擬貨幣,高報酬",6,4614172,碩博士,1
UID-7949e4c3,2026-03-13 07:02:00,+886-905-876-290,"司法文書送達,正常公務",2,3000,70+ 長者,0
UID-9cc1e2c6,2026-03-12 10:26:00,+886-902-123-469,"假檢警,監管帳戶",2,4475667,50-69 中高齡,1
UID-bc384eb4,2026-03-12 19:05:00,+886-904-134-008,"Threads廣告,假兼職",12,97203,上班族,1
UID-646fb69c,2026-03-12 14:00:00,+886-905-973-984,"正常投資諮詢,理財規劃",1,15000,高中職以下,0
UID-06e8b2e2,2026-03-12 16:17:00,+886-905-488-109,"交易糾紛,商品瑕疵",1,3000,學生,0
UID-0a9be7c4,2026-03-12 15:05:00,+886-905-840-587,"交易糾紛,商品瑕疵",1,15000,上班族,0
UID-aaaa7b6c,2026-03-12 09:07:00,+886-999-999-999,"機器人測試,惡意灌水",11668,0,未知,0
UID-5630abb2,2026-03-13 07:20:00,+886-905-322-131,"正常投資諮詢,理財規劃",2,3000,學生,0
UID-1e897411,2026-03-12 22:23:00,+886-901-548-015,"網路購物詐騙,ATM操作",1350,22223,大專院校,1
UID-05286ba1,2026-03-12 09:54:00,+886-903-883-060,"假投資,虛擬貨幣,高報酬",7,1052863,碩博士,1
UID-b4fe1231,2026-03-13 08:57:00,+886-904-740-001,"網路交友,AI濾鏡假冒",13,132907,上班族,1
UID-421f66e7,2026-03-13 01:05:00,+886-903-888-094,"假投資,保證獲利",16,4911808,碩博士,1
UID-edf8f3aa,2026-03-12 18:50:00,+886-905-351-601,"一般客訴,服務態度",1,3000,學生,0
UID-34be065e,2026-03-12 21:06:00,+886-902-173-117,"假檢警,監管帳戶",1,2147234,50-69 中高齡,1
UID-d6660346,2026-03-13 00:29:00,+886-904-694-006,"網路交友,AI濾鏡假冒",4,101677,上班族,1
UID-ae8e993e,2026-03-12 16:00:00,+886-904-960-038,"殺豬盤,平台無法出金",17,47257,上班族,1
UID-a43ca9f5,2026-03-12 14:46:00,+886-905-801-619,"交易糾紛,商品瑕疵",1,15000,大專院校,0
UID-f3bb3769,2026-03-12 20:31:00,+886-903-888-090,"假投資,虛擬貨幣,高報酬",17,2153771,大專院校,1
UID-54f9eeea,2026-03-13 06:31:00,+886-905-691-435,"交易糾紛,商品瑕疵",1,15000,大專院校,0
UID-0a11ea03,2026-03-13 08:34:00,+886-904-317-086,"網路交友,AI濾鏡假冒",14,128634,學生,1
UID-f681f240,2026-03-13 03:14:00,+886-902-143-374,"假扣押財產,面交黃金白銀",3,5038447,70+ 長者,1
UID-df64dc1d,2026-03-13 05:23:00,+886-905-571-700,"交易糾紛,商品瑕疵",2,15000,上班族,0
UID-c9b6c101,2026-03-12 22:16:00,+886-903-882-034,"假投資,內線交易,VIP通道",17,3707164,50-69 中高齡,1
UID-50e46205,2026-03-13 03:40:00,+886-904-509-071,"殺豬盤,平台無法出金",30,78023,上班族,1
UID-a8a32693,2026-03-12 15:19:00,+886-905-837-597,"交易糾紛,商品瑕疵",1,500,上班族,0
UID-80ba93b5,2026-03-13 00:57:00,+886-903-881-054,"假投資,內線交易,VIP通道",10,2509832,碩博士,1
UID-86191480,2026-03-13 07:30:00,+886-903-882-015,"假投資,資金盤",6,4361050,50-69 中高齡,1
UID-1e9070cf,2026-03-13 02:31:00,+886-905-211-404,"一般客訴,服務態度",2,15000,碩博士,0
UID-4be4c4de,2026-03-12 22:56:00,+886-902-103-307,"假檢警,監管帳戶",1,4307757,50-69 中高齡,1
UID-5f766c22,2026-03-13 06:09:00,+886-903-883-025,"假投資,保證獲利",7,4864692,大專院校,1
UID-3a4c6ac0,2026-03-12 15:45:00,+886-905-684-131,"司法文書送達,正常公務",2,3000,上班族,0
UID-22f68ac4,2026-03-12 11:58:00,+886-904-766-044,"網路交友,要求儲值,點數卡",23,23897,大專院校,1
UID-a26fd540,2026-03-12 15:04:00,+886-903-888-022,"假投資,內線交易,VIP通道",6,974903,碩博士,1
UID-a89e7a89,2026-03-12 14:37:00,+886-903-881-056,"假投資,保證獲利",8,4575875,碩博士,1
UID-b0eb4b49,2026-03-12 15:11:00,+886-905-631-670,"一般客訴,服務態度",2,15000,上班族,0
UID-7e1aaf00,2026-03-12 23:24:00,+886-904-284-004,"網路交友,AI濾鏡假冒",22,127830,上班族,1
UID-32c180ab,2026-03-12 20:36:00,+886-903-883-033,"假投資,內線交易,VIP通道",6,3808423,50-69 中高齡,1
UID-8a60ec2f,2026-03-13 08:21:00,+886-904-863-083,"網路交友,AI濾鏡假冒",16,54792,學生,1
UID-9f2bbb30,2026-03-12 21:45:00,+886-905-146-711,"一般客訴,服務態度",1,15000,碩博士,0
UID-b56ec746,2026-03-13 08:01:00,+886-904-493-081,"Threads廣告,假兼職",5,31952,學生,1
UID-ce35354e,2026-03-13 00:20:00,+886-905-463-350,"交易糾紛,商品瑕疵",1,500,學生,0
UID-b9d6a5c0,2026-03-12 18:20:00,+886-905-857-446,"司法文書送達,正常公務",1,0,上班族,0
UID-a59abaa2,2026-03-12 09:26:00,+886-905-465-434,"債務不履行,退款延遲",1,500,上班族,0
UID-606964cb,2026-03-12 17:48:00,+886-905-255-103,"一般客訴,服務態度",2,500,碩博士,0
UID-4b987137,2026-03-13 02:33:00,+886-901-594-015,"網路購物詐騙,假賣場",179,39882,高中職以下,1
UID-8e6b5fb7,2026-03-13 08:08:00,+886-903-883-095,"假投資,資金盤",14,4745371,上班族,1
UID-e10ce5f5,2026-03-13 01:31:00,+886-905-261-814,"正常投資諮詢,理財規劃",1,0,50-69 中高齡,0
UID-8cb8d53b,2026-03-13 01:25:00,+886-903-886-041,"假投資,保證獲利",7,659117,碩博士,1
UID-2dced611,2026-03-13 02:46:00,+886-903-881-018,"假投資,資金盤",11,4770036,碩博士,1
UID-7d65ae9b,2026-03-12 22:41:00,+886-905-898-808,"一般客訴,服務態度",2,3000,70+ 長者,0
UID-dbd6d92c,2026-03-12 10:07:00,+886-902-121-492,"假檢警,監管帳戶",1,2239819,50-69 中高齡,1
UID-6ca7129e,2026-03-13 08:05:00,+886-905-673-197,"正常投資諮詢,理財規劃",1,3000,上班族,0
UID-44a6b604,2026-03-13 04:33:00,+886-903-881-015,"假投資,內線交易,VIP通道",20,2599904,上班族,1
UID-9b3a9330,2026-03-12 10:36:00,+886-901-584-005,"幽靈包裹,超商取貨",200,43733,上班族,1
UID-67a541ec,2026-03-12 20:52:00,+886-904-521-027,"網路交友,AI濾鏡假冒",8,59455,大專院校,1
UID-a8c2b4bb,2026-03-12 23:14:00,+886-904-188-013,"網路交友,要求儲值,點數卡",30,100004,學生,1
UID-9c72e3a2,2026-03-13 04:02:00,+886-905-501-670,"一般客訴,服務態度",1,0,高中職以下,0
UID-68d62cf0,2026-03-13 01:31:00,+886-902-106-892,"假冒郵局,普發現金冒領",2,651712,70+ 長者,1
UID-d1b89d4d,2026-03-13 07:07:00,+886-903-883-091,"假投資,資金盤",8,3929596,50-69 中高齡,1
UID-79e09fde,2026-03-12 16:53:00,+886-904-607-060,"Threads廣告,假兼職",29,60353,上班族,1
UID-cca76596,2026-03-13 08:15:00,+886-904-867-067,"Threads廣告,假兼職",5,85782,大專院校,1
UID-812e4269,2026-03-12 15:16:00,+886-903-886-090,"假投資,虛擬貨幣,高報酬",12,4099558,碩博士,1
UID-6ffdc8a6,2026-03-13 06:25:00,+886-903-882-015,"假投資,資金盤",17,1736224,50-69 中高齡,1
UID-675b871d,2026-03-12 21:30:00,+886-904-385-055,"網路交友,要求儲值,點數卡",29,67647,碩博士,1
UID-560e92d7,2026-03-12 23:10:00,+886-905-152-707,"一般客訴,服務態度",2,500,50-69 中高齡,0
UID-a3aad8f9,2026-03-12 10:21:00,+886-905-535-946,"正常投資諮詢,理財規劃",1,15000,50-69 中高齡,0
UID-32ea34db,2026-03-13 07:34:00,+886-901-378-038,"幽靈包裹,超商取貨",157,7828,高中職以下,1
UID-ad3e24d7,2026-03-12 09:42:00,+886-904-211-086,"Threads廣告,假兼職",18,49377,上班族,1
UID-5881831d,2026-03-12 15:32:00,+886-905-289-334,"債務不履行,退款延遲",2,0,70+ 長者,0
UID-d4ef148c,2026-03-12 18:36:00,+886-905-742-894,"司法文書送達,正常公務",2,0,上班族,0
UID-d0f077ed,2026-03-13 05:05:00,+886-901-692-025,"網路購物詐騙,假賣場",242,13450,大專院校,1
UID-c2b9dca0,2026-03-13 02:29:00,+886-903-880-026,"假投資,資金盤",13,1149009,上班族,1
UID-83623113,2026-03-12 09:53:00,+886-901-135-024,"網路購物詐騙,ATM操作",419,26310,高中職以下,1
UID-6fc57979,2026-03-12 10:19:00,+886-902-113-552,"假扣押財產,面交黃金白銀",2,7563630,70+ 長者,1
UID-5f2d7778,2026-03-12 17:18:00,+886-903-880-094,"假投資,資金盤",7,1409303,碩博士,1
UID-7b4dfec8,2026-03-12 16:41:00,+886-903-887-051,"假投資,資金盤",18,1109950,碩博士,1
UID-87c026fa,2026-03-12 12:22:00,+886-902-157-804,"假冒郵局,普發現金冒領",2,6305111,碩博士,1
UID-5bb893fd,2026-03-12 14:10:00,+886-905-320-745,"正常投資諮詢,理財規劃",1,3000,上班族,0
UID-0363902f,2026-03-12 14:55:00,+886-901-465-035,"網路購物詐騙,假賣場",181,20917,上班族,1
UID-d9cc3128,2026-03-13 02:58:00,+886-905-286-664,"債務不履行,退款延遲",2,0,學生,0
UID-6ef185b2,2026-03-12 20:56:00,+886-905-317-387,"正常投資諮詢,理財規劃",1,500,50-69 中高齡,0
UID-06e7ac50,2026-03-12 16:12:00,+886-904-305-038,"網路交友,要求儲值,點數卡",19,107960,學生,1
UID-8cae642c,2026-03-12 15:23:00,+886-905-424-851,"債務不履行,退款延遲",2,3000,50-69 中高齡,0
UID-89103168,2026-03-12 15:31:00,+886-904-692-078,"殺豬盤,平台無法出金",21,27860,學生,1
UID-f46e9800,2026-03-12 10:39:00,+886-903-880-082,"假投資,內線交易,VIP通道",10,2826627,50-69 中高齡,1
UID-44c6776c,2026-03-13 04:11:00,+886-901-428-014,"幽靈包裹,超商取貨",663,6496,高中職以下,1
UID-2af9e469,2026-03-12 14:51:00,+886-904-352-008,"Threads廣告,假兼職",11,144581,碩博士,1
UID-b044a39d,2026-03-13 05:39:00,+886-901-245-031,"幽靈包裹,超商取貨",724,22904,高中職以下,1
UID-e590b07c,2026-03-12 21:34:00,+886-904-241-026,"Threads廣告,假兼職",21,146157,上班族,1
UID-eb4219fa,2026-03-13 07:59:00,+886-903-889-064,"假投資,保證獲利",11,3873399,50-69 中高齡,1
UID-e9b008c8,2026-03-13 02:53:00,+886-902-181-963,"假員警,偵查不公開",1,4948079,70+ 長者,1
UID-842615ed,2026-03-12 21:14:00,+886-901-455-024,"幽靈包裹,超商取貨",196,15701,大專院校,1
UID-ff9c2667,2026-03-13 02:21:00,+886-903-884-087,"假投資,虛擬貨幣,高報酬",15,1939747,上班族,1
UID-f8d995af,2026-03-12 22:25:00,+886-904-250-009,"Threads廣告,假兼職",26,140378,學生,1
UID-e7e4d9df,2026-03-12 11:41:00,+886-904-727-057,"殺豬盤,平台無法出金",19,84355,大專院校,1
UID-6b7631fb,2026-03-12 15:13:00,+886-903-883-094,"假投資,內線交易,VIP通道",16,975942,50-69 中高齡,1
UID-966d3d25,2026-03-12 18:47:00,+886-905-283-606,"交易糾紛,商品瑕疵",2,15000,大專院校,0
UID-ea8c9477,2026-03-13 00:37:00,+886-903-884-051,"假投資,內線交易,VIP通道",5,2159873,碩博士,1
UID-25eaf00a,2026-03-12 15:18:00,+886-905-712-517,"司法文書送達,正常公務",2,3000,大專院校,0
UID-961adbf5,2026-03-12 23:27:00,+886-905-494-439,"交易糾紛,商品瑕疵",1,3000,上班族,0
UID-63bf7a8e,2026-03-12 11:08:00,+886-905-713-406,"司法文書送達,正常公務",1,0,碩博士,0
UID-4dc554dc,2026-03-12 09:02:00,+886-999-999-999,"機器人測試,惡意灌水",14174,0,未知,0
UID-09d9f87a,2026-03-12 18:49:00,+886-904-913-050,"網路交友,要求儲值,點數卡",27,52772,大專院校,1
UID-fe0fd0c1,2026-03-12 14:50:00,+886-903-880-038,"假投資,保證獲利",7,249140,大專院校,1
UID-a7c6d77a,2026-03-12 14:33:00,+886-903-887-097,"假投資,虛擬貨幣,高報酬",9,800529,碩博士,1
UID-ee71ed0b,2026-03-12 18:05:00,+886-904-156-045,"Threads廣告,假兼職",20,98542,學生,1
UID-6d56cbde,2026-03-13 06:27:00,+886-902-107-576,"假扣押財產,面交黃金白銀",2,5122224,70+ 長者,1
UID-cc082932,2026-03-13 08:57:00,+886-903-887-024,"假投資,保證獲利",15,1680393,上班族,1
UID-ff2ce3e5,2026-03-13 06:15:00,+886-901-969-032,"網路購物詐騙,ATM操作",494,11698,學生,1
UID-e7e0e2fb,2026-03-12 10:44:00,+886-901-974-008,"網路購物詐騙,ATM操作",852,24201,上班族,1
UID-138dbb0c,2026-03-12 10:05:00,+886-903-888-091,"假投資,虛擬貨幣,高報酬",15,159065,上班族,1
UID-187ee2be,2026-03-13 00:14:00,+886-901-838-019,"網路購物詐騙,假賣場",332,37412,學生,1
UID-e48e105b,2026-03-12 15:10:00,+886-904-736-010,"網路交友,要求儲值,點數卡",7,43943,上班族,1
UID-81efcdf3,2026-03-13 02:59:00,+886-903-880-063,"假投資,保證獲利",16,3040410,上班族,1
UID-6c444528,2026-03-12 20:00:00,+886-903-883-040,"假投資,保證獲利",10,3063772,碩博士,1
UID-7ce75b4f,2026-03-12 13:38:00,+886-901-501-041,"網路購物詐騙,ATM操作",221,19864,高中職以下,1
UID-f8e067a6,2026-03-12 19:17:00,+886-901-150-029,"幽靈包裹,超商取貨",243,10916,上班族,1
UID-998ff122,2026-03-12 14:56:00,+886-903-881-084,"假投資,內線交易,VIP通道",6,3565963,碩博士,1
UID-3abcc396,2026-03-12 16:38:00,+886-904-570-058,"殺豬盤,平台無法出金",4,5012,碩博士,1
UID-67bc37b9,2026-03-12 13:55:00,+886-901-415-040,"網路購物詐騙,ATM操作",189,31218,上班族,1
UID-b83115a8,2026-03-13 02:28:00,+886-905-203-799,"一般客訴,服務態度",1,3000,大專院校,0
UID-db7a70fa,2026-03-12 17:45:00,+886-903-889-086,"假投資,保證獲利",19,126066,大專院校,1
UID-205708de,2026-03-13 04:16:00,+886-905-928-113,"交易糾紛,商品瑕疵",2,500,大專院校,0
UID-b4556b29,2026-03-13 08:51:00,+886-902-157-917,"假員警,偵查不公開",2,4725396,70+ 長者,1
UID-7b0c7a5c,2026-03-12 10:29:00,+886-902-167-907,"假檢警,監管帳戶",3,7844081,70+ 長者,1
UID-0e57c598,2026-03-12 16:39:00,+886-901-597-024,"網路購物詐騙,解除分期付款",192,34103,學生,1
UID-78e87e3d,2026-03-13 02:51:00,+886-904-906-056,"網路交友,要求儲值,點數卡",29,66613,碩博士,1
UID-ece69525,2026-03-13 02:28:00,+886-903-881-053,"假投資,內線交易,VIP通道",15,2030276,碩博士,1
UID-88c6629a,2026-03-13 03:55:00,+886-905-147-910,"司法文書送達,正常公務",1,3000,70+ 長者,0
UID-cc2f58f6,2026-03-13 04:11:00,+886-901-655-011,"網路購物詐騙,假賣場",155,19526,大專院校,1
UID-89d25f0f,2026-03-13 00:25:00,+886-903-880-056,"假投資,內線交易,VIP通道",14,906928,上班族,1
UID-8aab082e,2026-03-12 16:13:00,+886-903-881-093,"假投資,資金盤",19,3577651,50-69 中高齡,1
UID-3fd9f86a,2026-03-12 10:55:00,+886-903-889-095,"假投資,內線交易,VIP通道",12,1053493,碩博士,1
UID-ab0eacd9,2026-03-12 10:04:00,+886-905-768-542,"司法文書送達,正常公務",1,15000,高中職以下,0
UID-caf87d2f,2026-03-12 10:02:00,+886-904-264-030,"網路交友,要求儲值,點數卡",9,139877,學生,1
UID-a5731222,2026-03-12 17:31:00,+886-905-250-107,"債務不履行,退款延遲",2,500,大專院校,0
UID-b41799a3,2026-03-12 16:33:00,+886-902-154-819,"假員警,偵查不公開",3,6035430,70+ 長者,1
UID-58468a24,2026-03-12 13:37:00,+886-905-549-503,"交易糾紛,商品瑕疵",2,500,高中職以下,0
UID-b1288adc,2026-03-12 20:04:00,+886-902-144-748,"假扣押財產,面交黃金白銀",2,2973673,70+ 長者,1
UID-ca70e93d,2026-03-12 22:36:00,+886-902-184-474,"假冒郵局,普發現金冒領",1,2737765,70+ 長者,1
UID-062aacdb,2026-03-12 16:05:00,+886-904-481-023,"殺豬盤,平台無法出金",5,45240,碩博士,1
UID-0cd4dbfd,2026-03-12 19:20:00,+886-901-509-018,"幽靈包裹,超商取貨",295,16199,大專院校,1
UID-109b336b,2026-03-12 10:41:00,+886-901-333-008,"網路購物詐騙,解除分期付款",189,1065,高中職以下,1
UID-9c923e3d,2026-03-12 12:55:00,+886-904-353-034,"網路交友,要求儲值,點數卡",9,124580,大專院校,1
UID-0a2f0952,2026-03-12 19:56:00,+886-905-100-426,"司法文書送達,正常公務",1,0,高中職以下,0
UID-67b7ec61,2026-03-12 16:14:00,+886-901-205-020,"網路購物詐騙,假賣場",232,5932,學生,1
UID-585c032b,2026-03-12 22:06:00,+886-904-660-099,"殺豬盤,平台無法出金",6,127575,大專院校,1
UID-2eac2275,2026-03-12 11:25:00,+886-905-487-167,"交易糾紛,商品瑕疵",2,3000,碩博士,0
UID-71669f12,2026-03-12 10:25:00,+886-902-183-316,"假冒郵局,普發現金冒領",2,7185877,50-69 中高齡,1
UID-738e2794,2026-03-12 22:54:00,+886-903-883-067,"假投資,保證獲利",12,2690111,上班族,1
UID-b6e9f833,2026-03-13 06:18:00,+886-901-417-018,"網路購物詐騙,ATM操作",1116,31281,上班族,1
UID-a6a8d4c1,2026-03-13 05:02:00,+886-903-881-067,"假投資,虛擬貨幣,高報酬",8,2529145,碩博士,1
UID-62f310f1,2026-03-12 12:59:00,+886-905-345-426,"正常投資諮詢,理財規劃",2,15000,50-69 中高齡,0
UID-c2be9cd2,2026-03-13 04:23:00,+886-902-130-882,"假扣押財產,面交黃金白銀",3,3991391,70+ 長者,1
UID-82e30421,2026-03-13 03:13:00,+886-905-523-301,"交易糾紛,商品瑕疵",1,0,50-69 中高齡,0
UID-6fd0d5ea,2026-03-12 10:11:00,+886-905-694-805,"債務不履行,退款延遲",2,15000,大專院校,0
UID-bd3c163c,2026-03-12 14:34:00,+886-903-888-067,"假投資,資金盤",19,1784386,上班族,1
UID-8353100d,2026-03-13 08:23:00,+886-905-476-568,"債務不履行,退款延遲",1,500,上班族,0
UID-b1040121,2026-03-12 09:03:00,+886-999-999-999,"機器人測試,惡意灌水",13220,0,未知,0
UID-d53ada5a,2026-03-13 04:39:00,+886-902-172-858,"假冒郵局,普發現金冒領",3,4471870,70+ 長者,1
UID-70125253,2026-03-12 23:47:00,+886-904-959-039,"殺豬盤,平台無法出金",10,106130,學生,1
UID-378bf0a6,2026-03-12 09:40:00,+886-903-889-038,"假投資,內線交易,VIP通道",20,1057333,碩博士,1
UID-ac0b8307,2026-03-12 19:30:00,+886-905-743-422,"正常投資諮詢,理財規劃",2,0,碩博士,0
UID-64c74ee0,2026-03-12 10:24:00,+886-904-878-051,"網路交友,要求儲值,點數卡",18,38587,碩博士,1
UID-26bc66f7,2026-03-12 21:50:00,+886-903-881-012,"假投資,內線交易,VIP通道",5,1132929,大專院校,1
UID-f763d2eb,2026-03-12 12:14:00,+886-901-125-028,"網路購物詐騙,ATM操作",207,16367,上班族,1
UID-1e546fb5,2026-03-12 23:53:00,+886-902-171-958,"假檢警,監管帳戶",3,7658111,50-69 中高齡,1
UID-8b1d6382,2026-03-12 17:58:00,+886-902-124-523,"假檢警,監管帳戶",3,7635162,70+ 長者,1
UID-8da2ff4f,2026-03-12 14:40:00,+886-905-865-433,"交易糾紛,商品瑕疵",2,0,大專院校,0
UID-d6121e7e,2026-03-13 03:00:00,+886-905-885-604,"司法文書送達,正常公務",2,500,學生,0
UID-2aebae7d,2026-03-13 03:32:00,+886-902-182-354,"假冒郵局,普發現金冒領",2,4253396,70+ 長者,1
UID-3bdc4615,2026-03-12 21:46:00,+886-904-982-049,"Threads廣告,假兼職",17,62515,大專院校,1
